endpoint,shared_sentence,n_seeds_present,mean_n_val,clf_r1_mean,clf_r1_std,retr_r1_mean,retr_r1_std,clf_r3_mean,clf_r3_std,retr_r3_mean,retr_r3_std,delta_r1_mean
/agent11/battery4/charging,True,5,2145.6,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
/agent13/movement13/lastChange,True,5,10.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
/agent21/movement21/lastChange,True,5,9.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
/agent25/movement25/lastChange,True,5,7.6,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
/agent23/movement23/lastChange,True,5,7.4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
/agent26/movement26/lastChange,True,5,5.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
/agent28/movement28/lastChange,True,5,4.6,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
/agent3/doorlock1/open,False,4,1.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent12/tempin12,False,3,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent6/washingmachine1/washing,False,3,1.3,0.0,0.0,1.0,0.0,0.3333,0.5774,1.0,0.0,1.0
/agent1/lightcontrol1,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent10/doorlock2,False,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent10/questioningservice2,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent11/battery4,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent11/heatingcontrol2/heatingOn,True,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent11/movement11,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent11/washingmachine2,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent12/battery5,True,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent12/heatingcontrol3/heatingOn,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent12/lightcontrol12,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent12/movement12,False,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent13/lightcontrol13,False,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent13/movement13,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent14/lightcontrol14,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent14/movement14,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent14/washingmachine3,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent2/lightcontrol2,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent2/movement2,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent20/doorlock4,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent20/lightcontrol20,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent20/movement20,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent21/doorlock5,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent21/lightcontrol21,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent21/movement21,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent23/lightcontrol23,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent24/movement24,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent25/lightcontrol25,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent26/movement26,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent27/lightcontrol27,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent28/lightcontrol28,False,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent28/movement28,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent29/lightcontrol29,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent3/doorlock1,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent3/heatingcontrol1/heatingOn,False,2,1.0,0.0,0.0,1.0,0.0,0.5,0.7071,1.0,0.0,1.0
/agent3/lightcontrol3,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent3/movement3,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent3/questioningservice1,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent4/battery3,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent4/lightcontrol4,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent5/battery2,True,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent5/lightcontrol5,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent5/movement5,False,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent6/lightcontrol6,False,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent6/movement6,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent6/washingmachine1,False,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
/agent5/battery1/charging,True,5,1723.6,0.0,0.0,0.9382,0.0036,0.6,0.5477,1.0,0.0,0.9382
/agent11/movement11/lastChange,True,5,6.6,0.2,0.4472,1.0,0.0,1.0,0.0,1.0,0.0,0.8
/agent4/battery3/charging,True,5,1042.8,0.4104,0.5382,1.0,0.0,1.0,0.0,1.0,0.0,0.5896
/agent10/movement10,True,2,1.0,0.0,0.0,0.5,0.7071,0.0,0.0,1.0,0.0,0.5
/agent11/washingmachine3/washing,False,5,3.0,0.8,0.4472,1.0,0.0,1.0,0.0,1.0,0.0,0.2
/agent5/battery2/charging,True,5,1660.6,0.0128,0.002,0.07,0.0027,0.4077,0.5407,1.0,0.0,0.0572
/agent12/battery5/charge,True,5,4082.2,0.2,0.4472,0.2492,0.0061,1.0,0.0,0.2492,0.0061,0.0492
/agent12/heatingcontrol3,False,5,19.0,0.9795,0.0281,1.0,0.0,0.9795,0.0281,1.0,0.0,0.0205
/agent25/heatingcontrol4,False,5,20.2,0.9889,0.0248,1.0,0.0,0.9889,0.0248,1.0,0.0,0.0111
/agent3/heatingcontrol1,False,5,18.2,0.9905,0.0213,1.0,0.0,0.9905,0.0213,1.0,0.0,0.0095
/agent4/movement4/movement,True,5,1058.6,0.9979,0.0047,1.0,0.0,1.0,0.0,1.0,0.0,0.0021
/agent24/movement24/movement,True,5,1058.0,0.9981,0.0042,1.0,0.0,1.0,0.0,1.0,0.0,0.0019
/agent3/movement3/movement,True,5,1062.2,0.9985,0.0034,1.0,0.0,1.0,0.0,1.0,0.0,0.0015
/agent2/movement2/movement,True,5,1059.0,0.9989,0.0025,1.0,0.0,1.0,0.0,1.0,0.0,0.0011
/agent22/movement22/movement,True,5,1028.2,0.9989,0.0026,1.0,0.0,1.0,0.0,1.0,0.0,0.0011
/agent12/movement12/movement,True,5,1749.2,0.9995,0.001,1.0,0.0,1.0,0.0,1.0,0.0,0.0005
/agent13/tempin13,False,5,1589.2,0.9997,0.0003,1.0,0.0,0.9997,0.0003,1.0,0.0,0.0003
/agent20/tempin20,False,5,1577.0,0.9997,0.0003,1.0,0.0,1.0,0.0,1.0,0.0,0.0003
/agent1/movement1/movement,True,5,1566.2,0.9997,0.0006,1.0,0.0,1.0,0.0,1.0,0.0,0.0003
/agent21/tempin21,False,5,1619.6,0.9998,0.0003,1.0,0.0,0.9998,0.0003,1.0,0.0,0.0002
/agent4/tempin4,False,5,1613.4,0.9998,0.0003,1.0,0.0,0.9999,0.0003,1.0,0.0,0.0002
/agent11/tempin11,False,5,1645.0,0.9999,0.0003,1.0,0.0,1.0,0.0,1.0,0.0,0.0001
/agent10/tempin10,False,5,1608.8,0.9999,0.0003,1.0,0.0,1.0,0.0,1.0,0.0,0.0001
/agent14/tempin14,False,5,1606.0,0.9999,0.0003,1.0,0.0,0.9999,0.0003,1.0,0.0,0.0001
/agent22/tempin22,False,5,1603.6,0.9999,0.0003,1.0,0.0,0.9999,0.0003,1.0,0.0,0.0001
/agent25/tempin25,False,5,1596.0,0.9999,0.0003,1.0,0.0,1.0,0.0,1.0,0.0,0.0001
/agent26/tempin26,False,5,1593.6,0.9999,0.0003,1.0,0.0,0.9999,0.0003,1.0,0.0,0.0001
/agent27/tempin27,False,5,1589.4,0.9999,0.0003,1.0,0.0,1.0,0.0,1.0,0.0,0.0001
/agent29/tempin29,False,5,1569.0,0.9999,0.0003,1.0,0.0,1.0,0.0,1.0,0.0,0.0001
/agent6/tempin6,False,5,2087.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent12/battery5/charging,True,5,1681.6,0.0,0.0,0.0,0.0,0.5748,0.5253,0.9378,0.0031,0.0
/agent1/tempin1,True,5,1652.4,0.9782,0.0026,0.9782,0.0026,1.0,0.0,1.0,0.0,0.0
/agent12/battery6/charging,True,5,1637.4,0.0,0.0,0.0,0.0,0.4235,0.5268,1.0,0.0,0.0
/agent2/tempin2,True,5,1633.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent28/tempin28,False,5,1614.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent23/tempin23,False,5,1606.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent24/tempin24,False,5,1600.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent3/tempin3,False,5,1587.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent5/tempin5,False,5,1587.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent14/movement14/movement,True,5,1087.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent10/movement10/movement,True,5,1061.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent5/movement5/movement,True,5,1058.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent27/movement27/movement,True,5,1054.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent6/movement6/movement,True,5,1043.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent29/movement29/movement,True,5,1041.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent20/movement20/movement,True,5,1041.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent14/washingmachine3/washing,False,5,459.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent12/doorlock3/open,False,5,217.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent20/lightcontrol20/lightOn,False,5,32.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent26/lightcontrol26/lightOn,False,5,31.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent22/lightcontrol22/lightOn,False,5,29.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent27/lightcontrol27/lightOn,False,5,28.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent21/lightcontrol21/lightOn,False,5,27.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent29/lightcontrol29/lightOn,False,5,27.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent24/lightcontrol24/lightOn,False,5,27.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent25/lightcontrol25/lightOn,False,5,26.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent21/doorlock5/open,False,5,25.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent28/lightcontrol28/lightOn,False,5,24.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent23/lightcontrol23/lightOn,False,5,23.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent12/lightcontrol12/lightOn,False,5,17.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent14/lightcontrol14/lightOn,False,5,16.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent20/doorlock4/open,False,5,16.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent10/lightcontrol10/lightOn,True,5,15.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent2/lightcontrol2/lightOn,False,5,15.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent11/lightcontrol11/lightOn,False,5,14.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent4/lightcontrol4/lightOn,False,5,14.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent3/lightcontrol3/lightOn,False,5,13.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent6/lightcontrol6/lightOn,False,5,12.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent5/lightcontrol5/lightOn,False,5,10.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent6/movement6/lastChange,True,5,9.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent1/lightcontrol1/lightOn,False,5,9.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent13/lightcontrol13/lightOn,False,5,8.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent14/movement14/lastChange,True,5,7.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent20/movement20/lastChange,True,5,6.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent5/movement5/lastChange,True,5,6.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent29/movement29/lastChange,True,5,5.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent10/movement10/lastChange,True,5,4.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent27/movement27/lastChange,True,5,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent10/doorlock2/open,False,5,3.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
/agent10/lightcontrol10,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
/agent11/movement11/movement,True,5,1057.8,0.9987,0.0029,0.9947,0.0028,1.0,0.0,1.0,0.0,-0.004
/agent23/movement23/movement,True,5,1046.8,1.0,0.0,0.9954,0.0037,1.0,0.0,1.0,0.0,-0.0046
/agent28/movement28/movement,True,5,1033.0,1.0,0.0,0.9946,0.0027,1.0,0.0,1.0,0.0,-0.0054
/agent26/movement26/movement,True,5,1036.4,1.0,0.0,0.9936,0.0019,1.0,0.0,1.0,0.0,-0.0064
/agent25/movement25/movement,True,5,1040.2,1.0,0.0,0.9925,0.0022,1.0,0.0,1.0,0.0,-0.0075
/agent13/movement13/movement,True,5,1042.0,1.0,0.0,0.9921,0.002,1.0,0.0,1.0,0.0,-0.0079
/agent21/movement21/movement,True,5,1044.4,1.0,0.0,0.9916,0.003,1.0,0.0,1.0,0.0,-0.0084
/agent12/battery6/charge,True,5,4113.8,0.8,0.4472,0.7513,0.0073,1.0,0.0,1.0,0.0,-0.0487
/agent22/movement22/lastChange,True,5,11.6,0.2,0.4472,0.0,0.0,1.0,0.0,1.0,0.0,-0.2
/agent24/movement24/lastChange,True,5,9.0,0.2,0.4472,0.0,0.0,1.0,0.0,1.0,0.0,-0.2
/agent2/movement2/lastChange,True,5,7.8,0.2,0.4472,0.0,0.0,1.0,0.0,1.0,0.0,-0.2
/agent4/movement4/lastChange,True,5,7.2,0.2,0.4472,0.0,0.0,1.0,0.0,1.0,0.0,-0.2
/agent12/movement12/lastChange,True,5,6.8,0.2,0.4472,0.0,0.0,1.0,0.0,1.0,0.0,-0.2
/agent3/movement3/lastChange,True,5,6.2,0.2,0.4472,0.0,0.0,1.0,0.0,1.0,0.0,-0.2
/agent1/movement1/lastChange,True,5,5.2,0.2,0.4472,0.0,0.0,1.0,0.0,1.0,0.0,-0.2
/agent11/heatingcontrol2,True,5,23.8,1.0,0.0,0.7786,0.0512,1.0,0.0,1.0,0.0,-0.2214
/agent5/battery2/charge,True,5,4157.6,0.4965,0.4701,0.0001,0.0001,1.0,0.0,0.7584,0.0043,-0.4964
/agent5/battery1/charge,True,5,4110.6,0.5039,0.4703,0.0,0.0,1.0,0.0,0.2429,0.0084,-0.5039
/agent4/battery3/charge,True,5,1106.4,0.6,0.5477,0.0004,0.0005,1.0,0.0,1.0,0.0,-0.5996
/agent11/battery4/charge,True,5,4775.4,1.0,0.0,0.0,0.0001,1.0,0.0,1.0,0.0,-1.0
